Number,  Location,  Area,  Price,Bedrooms,Bathrooms,Wardrobes,Cabinets,Balcony,Parking,Quarters
3606,Gisozi,25/20 m,25 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,Yes
3607,Kicukiro,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3608,Kabeza,20/30 m,45 000 000  Rwf,4.0,3.0,,,,,
3609,Kimironko,20/30 m,30 000 000  Rwf,4.0,3.0,,,,,
3610,Karuruma,25/30 m,80 000 000  Rwf,5.0,4.0,,,,Yes,Yes
3611,Kibagabaga,25/30 m,100 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3612,Kimironko,25/25 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3613,Kibagabaga,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3614,Karumuna,35/30 m,50 000 000  Rwf,4.0,3.0,,,,,
3615,Kibagabaga,25/30 m,85 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3616,Kagarama, sqm,230 000 000  Rwf,5.0,4.0,Yes,Yes,Yes,Yes,Yes
3617,Kanombe,400 sqm,62 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3618,Kabuga, sqm,60 000 000  Rwf,4.0,3.0,,,Yes,,Yes
3619,Remera, sqm,41 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3620,Kicukiro,30/25 m,75 000 000  Rwf,,1.0,,,,Yes,Yes
3621,Kanombe,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3622,Kimironko, sqm,52 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3623,Kanombe,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3624,Kicukiro, sqm,45 000 000  Rwf,4.0,3.0,,Yes,,Yes,
3625,, sqm,45 000 000  Rwf,4.0,3.0,,,,,
3626,Nyarutarama,20/30 m,160 000 000  Rwf,4.0,4.0,Yes,,,,Yes
3627,Kibagabaga, sqm,150 000 000  Rwf,4.0,3.0,,Yes,,,
3628,Kanombe,25/30 m,61 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3629,Kanombe,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3630,Ndera, sqm,35 000 000  Rwf,4.0,3.0,,Yes,,,
3631,Remera, sqm,42 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3632,Kanserege, sqm,25 000 000  Rwf,,2.0,,,,,Yes
3633,Kanombe,25/25 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3634,Kabeza, sqm,57 000 000  Rwf,4.0,3.0,,Yes,,,
3635,Gacuriro,30/20 m,85 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3636,Ruhengeri,180/200 m,300 000 000  Rwf,,,,,,,
3637,,15/20 m,25 000 000  Rwf,4.0,3.0,,,,,
3638,Kanombe,28/30 m,53 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3639,Kimironko,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3640,, sqm,15 000 000  Rwf,3.0,,,,,Yes,
3641,Niboyi,30/20 m,60 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3642,Kabeza,25/20 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3643,Kicukiro,35/30 m,55 000 000  Rwf,,1.0,,,,Yes,Yes
3644,Kanombe, sqm,58 000 000  Rwf,4.0,3.0,Yes,,,Yes,Yes
3645,Kibagabaga, sqm,120 000 000  Rwf,5.0,3.0,,Yes,,Yes,
3646,Kagugu, sqm,8 000 000 000  Rwf,3.0,3.0,,,Yes,Yes,
3647,Kanombe,30/25 m,37 000 000  Rwf,,,,,,,Yes
3648,,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3649,, sqm,75 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3650,Kicukiro, sqm,47 000 000  Rwf,4.0,3.0,,,,,Yes
3651,Kanombe,28/30 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3652,,30/30 m,35 000 000  Rwf,4.0,3.0,,,,,
3653,,25/20 m,45 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,
3654,Kimironko,20/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3655,, sqm,45 000 000  Rwf,4.0,3.0,,,,,
3656,Remera, sqm,41 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3657,,24/29 m,6 000 000  Rwf,,,,,,,
3658,Kibagabaga,25/30 m,100 000 000  Rwf,4.0,4.0,,,,Yes,Yes
3659,Kabeza,30/25 m,53 000 000  Rwf,,1.0,,,,Yes,Yes
3660,Kicukiro,25/30 m,65 000 000  Rwf,4.0,3.0,Yes,,,Yes,Yes
3661,Kabeza,20/25 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3662,Kibagabaga, sqm,70 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3663,Kibagabaga,25/30 m,100 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3664,Kanombe,28/30 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3665,Kicukiro,35/40 m,120 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3666,Kanombe,25/30 m,47 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3667,Kibagabaga, sqm,130 000 000  Rwf,5.0,4.0,,Yes,,Yes,
3668,Kabuga, sqm,30 000 000  Rwf,4.0,3.0,,Yes,,,
3669,Kibagabaga, sqm,160 000 000  Rwf,4.0,4.0,,,Yes,Yes,Yes
3670,Gikondo, sqm,45 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3671,Kanombe,30/20 m,10 000 000  Rwf,3.0,1.0,,,,,Yes
3672,Gisozi, sqm,14 000 000  Rwf,4.0,3.0,,Yes,,,
3673,Kimironko, sqm,35 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3674,Nyarutarama, sqm,160 000 000  Rwf,5.0,4.0,,,Yes,Yes,
3675,,500 sqm,14 000 000  Rwf,5.0,2.0,,,Yes,,Yes
3676,Kimironko,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3677,Kanombe, sqm,60 000 000  Rwf,4.0,3.0,,,Yes,Yes,
3678,Kanombe, sqm,38 000 000  Rwf,4.0,4.0,,,,,Yes
3679,Kanombe,28/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3680,,30/20 m,55 000 000  Rwf,4.0,3.0,,Yes,,Yes,Yes
3681,Nyamata, sqm,39 000 000  Rwf,4.0,2.0,,,Yes,Yes,Yes
3682,Ulk, sqm,13 000 000  Rwf,4.0,1.0,Yes,Yes,Yes,Yes,Yes
3683,,1888 sqm, 200 $,,,,,,,
3684,Kibagabaga, sqm,150 000 000  Rwf,5.0,4.0,Yes,Yes,Yes,Yes,Yes
3685,Kibagabaga, sqm,85 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3686,Remera,20/25 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3687,, sqm,160 000 000  Rwf,5.0,4.0,Yes,Yes,Yes,Yes,
3688,Kibagabaga, sqm,100 000 000  Rwf,4.0,3.0,,Yes,,,
3689,Remera,806 sqm,100 000 000  Rwf,4.0,2.0,,,,Yes,Yes
3690,Kibagabaga, sqm,350 000  Rwf,3.0,3.0,,Yes,,,
3691,Kibagabaga, sqm,70 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3692,Kagarama,600 sqm,70 000 000  Rwf,4.0,3.0,,,,,
3693,Kanombe,25/20 m,62 000 000  Rwf,,1.0,,,,Yes,Yes
3694,Kanombe, sqm,8 000 000  Rwf,4.0,3.0,,Yes,,,
3695,Kanombe, sqm,55 000 000  Rwf,4.0,3.0,,Yes,,,
3696,Karumuna,40/30 m,45 000 000  Rwf,4.0,2.0,,,,,
3697,,30/20 m,60 000 000  Rwf,5.0,3.0,,,,Yes,Yes
3698,Kanombe,25/30 m,32 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,Yes
3699,Kanombe,25/20 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3700,Kabuga, sqm,38 000 000  Rwf,4.0,3.0,,Yes,,,
3701,Gacuriro,30/20 m,72 000 000  Rwf,4.0,3.0,,Yes,,Yes,Yes
3702,Gisozi,400 sqm,21 000 000  Rwf,3.0,1.0,,,,,Yes
3703,Kanombe, sqm,35 000 000  Rwf,4.0,3.0,,Yes,,,
3704,Remera,20/25 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3705,Kinyinya, sqm,35 000 000  Rwf,4.0,3.0,,Yes,,,
3706,Kicukiro, sqm,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3707,Kibagabaga, sqm,70 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3708,Ecole, sqm,25 000 000  Rwf,3.0,1.0,,Yes,,,
3709,Kicukiro,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3710,Kagugu, sqm,60 000 000  Rwf,4.0,2.0,,Yes,,Yes,
3711,Kanombe,25/30 m,47 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3712,, sqm,110 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3713,Nyamata,20 sqm,8 500 000  Rwf,,,,,,,
3714,Kimironko,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3715,Muyumbu,25/30 m,35 000 000  Rwf,4.0,2.0,,,,Yes,Yes
3716,Kanombe,20/20 m,65 000 000  Rwf,4.0,3.0,Yes,,,Yes,Yes
3717,Kagugu, sqm,85 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3718,Kanombe, sqm,26 000 000  Rwf,4.0,2.0,,,,,
3719,Kabeza,20/30 m,45 000 000  Rwf,4.0,3.0,,,,,
3720,Gikondo,20/30 m,200 000 000  Rwf,8.0,6.0,,,,,
3721,Kimironko, sqm,65 000 000  Rwf,4.0,3.0,,Yes,,,
3722,Kibagababa,25/20 m,55 000 000  Rwf,4.0,2.0,,,,,Yes
3723,, sqm,80 000 000  Rwf,4.0,3.0,,Yes,,,
3724,Kibagabaga,25/30 m,100 000 000  Rwf,4.0,4.0,,,,Yes,Yes
3725,Kibagabaga, sqm,100 000 000  Rwf,4.0,3.0,,,,,
3726,, sqm,250 000 000  Rwf,5.0,5.0,,,,Yes,
3727,Kimironko,30/20 m,55 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3728,Masaka,30/30 m,55 000 000  Rwf,5.0,3.0,Yes,Yes,Yes,Yes,
3729,Kibagabaga,25/30 m,85 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3730,Rusororo,25/20 m,85 000 000  Rwf,5.0,4.0,,,,Yes,Yes
3731,Karumuna,20/30 m,45 000 000  Rwf,4.0,3.0,,,,,
3732,Rebero,30/20 m,120 000 000  Rwf,4.0,3.0,Yes,,,Yes,Yes
3733,Akagera, sqm,40 000 000  Rwf,4.0,2.0,Yes,,Yes,Yes,Yes
3734,Gacuriro,25/30 m,300 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3735,Kanombe,30/20 m,10 000 000  Rwf,3.0,1.0,,,,,Yes
3736,Kanombe,20/30 m,45 000 000  Rwf,4.0,3.0,,,,,
3737,Gisozi,30/25 m,55 000 000  Rwf,,1.0,,,,Yes,Yes
3738,Kimironko, sqm,50 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3739,Kibagabaga,20/25 m,120 000 000  Rwf,5.0,4.0,,,,,
3740,Remera,25/20 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3741,Gikondo, sqm,35 000 000  Rwf,4.0,2.0,,Yes,,,
3742,Gisozi,26/40 m,48 000 000  Rwf,,1.0,,,,,
3743,Gisozi, sqm,38 000 000  Rwf,3.0,2.0,Yes,Yes,Yes,Yes,
3744,Kanombe, sqm,90 000 000  Rwf,4.0,,,,,,
3745,Kimironko, sqm,90 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,Yes
3746,Remera,20/30 m,30 000 000  Rwf,4.0,3.0,,,,,Yes
3747,Gikondo, sqm,45 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3748,Kabuga,25/30 m,50 000 000  Rwf,4.0,3.0,,,,,
3749,Gacuriro,35/30 m,160 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3750,Kicukiro,25/30 m,100 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3751,Kanombe, sqm,55 000 000  Rwf,5.0,3.0,,,,Yes,Yes
3752,,25/30 m,100 000 000  Rwf,5.0,4.0,,,,,Yes
3753,, sqm,65 000 000  Rwf,5.0,3.0,,Yes,,,
3754,Gasabo, sqm,3 000 000  Rwf,,1.0,,,,,
3755,Masaka, sqm,35 000 000  Rwf,4.0,3.0,,Yes,,,
3756,Kicukiro,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3757,Kimironko,20/25 m,38 000 000  Rwf,,1.0,,,,,Yes
3758,Nyarutarama, sqm,200 000 000  Rwf,4.0,4.0,Yes,,Yes,Yes,Yes
3759,Plot,25/30 m,25 000 000  Rwf,,,,,,,
3760,Gisozi, sqm,17 000 000  Rwf,4.0,3.0,,Yes,,,
3761,Kimironko, sqm,150 000 000  Rwf,4.0,4.0,,Yes,,Yes,
3762,Kanombe,28/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3763,Kanombe, sqm,55 000 000  Rwf,4.0,3.0,,Yes,,,
3764,Kabeza,25/20 m,38 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3765,Gacuriro,20/30 m,85 000 000  Rwf,4.0,3.0,,,,,Yes
3766,Kicukiro,25/35 m,95 000 000  Rwf,4.0,1.0,,,,Yes,Yes
3767,Kibagabaga,20/25 m,150 000 000  Rwf,5.0,4.0,Yes,,,Yes,Yes
3768,Gisozi,30/25 m,47 000 000  Rwf,4.0,2.0,,,,,
3769,Kicukiro,20/30 m,90 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3770,Kicukiro,25/35 m,75 000 000  Rwf,4.0,1.0,,,,Yes,Yes
3771,Fawe, sqm,37 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3772,Kibagabaga,20/30 m,48 000 000  Rwf,4.0,3.0,,,,,
3773,Kibagabaga,20/25 m,130 000 000  Rwf,5.0,4.0,,,,Yes,Yes
3774,Busanza,30/70 m,17 000 000  Rwf,3.0,,,,,,
3775,Niboyi,30/30 m,100 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3776,Kanombe,40/30 m,75 000 000  Rwf,5.0,4.0,,,,Yes,Yes
3777,Kibagabaga,25/30 m,100 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3778,Masaka,209 sqm,17 000 000  Rwf,3.0,1.0,,,,Yes,Yes
3779,,20/30 m,35 000 000  Rwf,4.0,2.0,,,,,
3780,Kibagabaga,20/25 m,55 000 000  Rwf,5.0,4.0,,,,,
3781,Kagugu,25/20 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3782,Kimironko, sqm,40 000 000  Rwf,4.0,3.0,,Yes,,,
3783,, sqm,4 000 000  Rwf,4.0,3.0,,Yes,,,
3784,Kibagabaga,20/30 m,650 000 000  Rwf,4.0,3.0,,,,,
3785,Kanombe, sqm,35 000 000  Rwf,4.0,3.0,,Yes,,,
3786,Trade,6 sqm, 6 $,,,,,,Yes,
3787,Kanombe, sqm,49 000 000  Rwf,4.0,3.0,,Yes,,,
3788,Kibagabaga, sqm,155 000 000  Rwf,5.0,4.0,Yes,Yes,Yes,Yes,
3789,,600 sqm,90 000 000  Rwf,4.0,3.0,,,Yes,,Yes
3790,Nyagatare,30/40 m,30 000 000  Rwf,5.0,3.0,,,,Yes,Yes
3791,Kanombe,400 sqm,55 000 000  Rwf,4.0,3.0,,,,,Yes
3792,, sqm,230 000 000  Rwf,5.0,5.0,Yes,Yes,Yes,Yes,
3793,, sqm,25 000 000  Rwf,,1.0,,,,,Yes
3794,Kicukiro, sqm,50 000 000  Rwf,3.0,2.0,,,Yes,Yes,Yes
3795,Kibagabaga, sqm,95 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3796,Nyarutarama, sqm,320 000 000  Rwf,5.0,4.0,Yes,Yes,Yes,Yes,Yes
3797,Gikondo,20/30 m,25 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3798,Rdb,1920 sqm, 290 000 000 $,5.0,4.0,,,,Yes,
3799,Nyarutarama, sqm,175 000 000  Rwf,5.0,4.0,,,Yes,Yes,
3800,Kicukiro,20/32 m,70 000 000  Rwf,4.0,1.0,,,,Yes,Yes
3801,Kibagabaga,35/40 m,140 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3802,,30/25 m,45 000 000  Rwf,4.0,3.0,,,,,
3803,Kanombe,40/60 m,80 000 000  Rwf,5.0,5.0,,,,Yes,Yes
3804,Nyamata, sqm,34 000 000  Rwf,5.0,3.0,,,Yes,,
3805,Kabeza,30/20 m,55 000 000  Rwf,4.0,3.0,Yes,,,Yes,Yes
3806,Bibare,25/30 m,80 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3807,Kabeza,20/30 m,45 000 000  Rwf,4.0,3.0,,,,,
3808,Kimironko,25/30 m,45 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3809,Kibagabaga,25/30 m,140 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3810,Kabeza,25/20 m,40 000 000  Rwf,4.0,2.0,,,,Yes,Yes
3811,Gikondo, sqm,30 000 000  Rwf,4.0,3.0,,Yes,,,
3812,Kibagaga,944 sqm,80 000 000  Rwf,4.0,3.0,,,,,
3813,,30/20 m,43 000 000  Rwf,4.0,3.0,,,,,
3814,Gisozi,750 sqm,55 000 000  Rwf,3.0,2.0,,,Yes,,Yes
3815,Kibagabaga, sqm,47 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3816,Kimironko, sqm,60 000 000  Rwf,4.0,3.0,,Yes,,Yes,
3817,Kimironko,20/30 m,150 000 000  Rwf,5.0,4.0,,,,Yes,Yes
3818,Kimironko, sqm,40 000 000  Rwf,4.0,3.0,,Yes,,,
3819,Gatenga,20/30 m,45 000 000  Rwf,4.0,2.0,,,,Yes,Yes
3820,Kibagabaga,20/30 m,130 000 000  Rwf,5.0,4.0,,,,,
3821,Kibagabaga,25/30 m,100 000 000  Rwf,4.0,4.0,,,,Yes,Yes
3822,Masaka, sqm,30 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3823,Kicukiro, sqm,44 000 000  Rwf,5.0,1.0,,,,Yes,
3824,Gikondo,25/30 m,24 000 000  Rwf,4.0,3.0,,,,,
3825,,30/30 m,75 000 000  Rwf,4.0,3.0,,,,,
3826,Kanombe, sqm,32 000 000  Rwf,4.0,3.0,,Yes,,,
3827,Kanombe,25/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3828,Kimironko,15/30 m,45 000 000  Rwf,4.0,2.0,,,,,
3829,Rebero, sqm,300 000 000  Rwf,8.0,8.0,,,,Yes,
3830,Kicukiro, sqm,650 000 000  Rwf,4.0,3.0,,,Yes,Yes,Yes
3831,Kimironko, sqm,130 000 000  Rwf,,,Yes,Yes,Yes,Yes,Yes
3832,Gisozi, sqm,30 000 000  Rwf,3.0,3.0,Yes,Yes,Yes,Yes,Yes
3833,Kabuga,30/30 m,42 000 000  Rwf,4.0,2.0,,,,,
3834,Nyamirambo, sqm,35 000 000  Rwf,5.0,1.0,,,,Yes,
3835,, sqm,80 000 000  Rwf,4.0,4.0,,,Yes,,Yes
3836,Kicukiro, sqm,25 000 000  Rwf,4.0,3.0,,Yes,,,
3837,Masaka,20/25 m,55 000 000  Rwf,,1.0,,,,Yes,Yes
3838,Gikondo,30/25 m,25 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3839,Karuruma, sqm,45 000 000  Rwf,4.0,3.0,,Yes,,,
3840,Kicukiro,500 sqm,95 000 000  Rwf,5.0,4.0,Yes,,,Yes,Yes
3841,Kiyovu,3338 sqm,350 000 000  Rwf,5.0,2.0,,Yes,,Yes,
3842,Kanombe, sqm,49 000 000  Rwf,4.0,3.0,,,,Yes,
3843,Kibagabaga,20/25 m,65 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3844,Kanombe,20/30 m,48 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3845,Kanombe,25/20 m,27 000 000  Rwf,3.0,2.0,Yes,Yes,Yes,Yes,
3846,Kimironko,30/30 m,130 000 000  Rwf,5.0,4.0,,,,,
3847,Kanombe,25/30 m,58 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3848,Kanombe, sqm,53 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3849,Gihogwe,30/25 m,37 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3850,Modern,1080 sqm,52 000 000  Rwf,3.0,2.0,,,,Yes,
3851,Kanombe,20/18 m,3 000 000  Rwf,3.0,,,,,,Yes
3852,Kanombe,30/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3853,Kanombe,25/30 m,45 000 000  Rwf,,1.0,,,,Yes,Yes
3854,Kibagabaga,25/30 m,180 000 000  Rwf,5.0,4.0,Yes,,,Yes,Yes
3855,,600 sqm,90 000 000  Rwf,4.0,3.0,,,Yes,,Yes
3856,Kibagaba,25/30 m,110 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3857,, sqm,85 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3858,,30/25 m,250 000 000  Rwf,6.0,8.0,,,,,
3859,Masaka, sqm,32 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,Yes
3860,,22/30 m,15 000 000  Rwf,3.0,1.0,,,,Yes,
3861,,30/30 m,60 000 000  Rwf,6.0,2.0,,,,Yes,Yes
3862,,25/20 m,10 000 000  Rwf,,,,,,,
3863,Kicukiro,20/30 m,52 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3864,Just,1200 sqm,160 000 000  Rwf,6.0,4.0,,,,Yes,Yes
3865,Kicukiro, sqm,60 000 000  Rwf,4.0,3.0,,Yes,,,
3866,Kimironko,28/30 m,150 000 000  Rwf,4.0,4.0,,,,Yes,Yes
3867,Gikondo, sqm,70 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3868,Nyarutarama,30/35 m,450 000 000  Rwf,6.0,5.0,Yes,,,Yes,Yes
3869,Kimironko,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3870,,15/20 m,25 000 000  Rwf,4.0,3.0,,,,,
3871,Remera,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,
3872,Gacuriro,28/30 m,90 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3873,Kabuga, sqm,30 000 000  Rwf,4.0,3.0,,Yes,,,
3874,Kicukiro,25/30 m,70 000 000  Rwf,4.0,3.0,,,,,Yes
3875,Kicukiro,25/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3876,Kibagabaga, sqm,120 000 000  Rwf,4.0,3.0,,Yes,,,
3877,Kicukiro,25/20 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3878,Kanombe,30/30 m,55 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3879,Gacuriro,20/30 m,70 000 000  Rwf,4.0,3.0,,,,,
3880,Kicukiro,30/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3881,Rebero, sqm,135 000 000  Rwf,4.0,3.0,,,,Yes,
3882,Kibagabaga,20/25 m,55 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,
3883,Kacyiru,20/30 m,40 000 000  Rwf,4.0,2.0,,,,,
3884,Kimironko, sqm,37 000 000  Rwf,4.0,3.0,,Yes,,,
3885,Kimironko, sqm,15 000 000  Rwf,3.0,1.0,,,,,
3886,,16 sqm,16 000 000  Rwf,4.0,2.0,,,,Yes,
3887,Kanombe, sqm,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3888,Kagarama, sqm,55 000 000  Rwf,4.0,3.0,,Yes,,,
3889,Kanombe, sqm,60 000 000  Rwf,4.0,3.0,,Yes,,,
3890,Kimironko,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3891,Kagarama, sqm,52 000 000  Rwf,4.0,3.0,,Yes,,,
3892,Gisozi, sqm,30 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3893,Kibagabaga, sqm,75 000 000  Rwf,3.0,2.0,,Yes,,Yes,
3894,Kabuga,20/30 m,30 000 000  Rwf,4.0,3.0,,,,Yes,
3895,Kicukiro,20/30 m,90 000 000  Rwf,5.0,4.0,Yes,,,Yes,Yes
3896,Kibagabaga, sqm,100 000 000  Rwf,4.0,3.0,,Yes,,,
3897,Kabuga, sqm,25 000 000  Rwf,4.0,3.0,,,,Yes,
3898,, sqm,42 000 000  Rwf,4.0,3.0,,,,Yes,
3899,Kanombe,25/30 m,35 000 000  Rwf,4.0,3.0,,,,Yes,
3900,Kibagabaga,20/30 m,48 000 000  Rwf,4.0,3.0,,,,,
3901,Kimironko,30/40 m,140 000 000  Rwf,5.0,3.0,,,,Yes,Yes
3902,Kimihurura,20/30 m,130 000 000  Rwf,3.0,3.0,,,,,
3903,Masizi, sqm,45 000 000  Rwf,,,,,,,
3904,Kimironko, sqm,70 000 000  Rwf,4.0,4.0,Yes,Yes,Yes,Yes,
3905,Kanombe,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3906,,500 sqm,47 000 000  Rwf,4.0,3.0,,,,Yes,
3907,Gacuriro, sqm,130 000 000  Rwf,4.0,4.0,,,Yes,,
3908,Kagarama,25/30 m,90 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3909,Kagarama, sqm,50 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3910,Kanombe,25/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3911,Rugende,30/25 m,27 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3912,Kanombe,25/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3913,Kanombe,20/20 m,65 000 000  Rwf,4.0,3.0,Yes,,,Yes,Yes
3914,Kibagabaga,25/20 m,110 000 000  Rwf,,1.0,,,,Yes,Yes
3915,Gisozi,25/25 m,30 000 000  Rwf,3.0,2.0,,,,Yes,Yes
3916,Kanombe, sqm,40 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
3917,, sqm,80 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
3918,Azam, sqm,30 000 000  Rwf,4.0,2.0,,Yes,,Yes,Yes
3919,Kibagabaga, sqm,25 000 000  Rwf,5.0,4.0,,,Yes,Yes,
3920,Nyarutarama, sqm,500 000 000  Rwf,,,,,,,
3921,Akagera, sqm,40 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,Yes
3922,Kimironko,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
3923,Gisozi, sqm,30 000 000  Rwf,,,,,,,
3924,Kibagabaga,20/30 m,100 000 000  Rwf,4.0,3.0,,,,,Yes
3925,Kanombe,20/25 m,65 000 000  Rwf,,1.0,,,,Yes,Yes
3926,Kibagabaga, sqm, 140 000 $,3.0,,Yes,Yes,Yes,Yes,
