Number,  Location,  Area,  Price,Bedrooms,Bathrooms,Wardrobes,Cabinets,Balcony,Parking,Quarters
1131,Masaka,20/30 m,44 000 000  Rwf,4.0,2.0,,,,Yes,
1132,Kibagabaga, sqm,160 000 000  Rwf,,,,,,,
1133,Kanombe,20/25 m,38 000 000  Rwf,4.0,2.0,,,,,
1134,Kanombe,20/25 m,65 000 000  Rwf,,1.0,,,,Yes,Yes
1135,Kanombe,25/25 m,45 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1136,Kicukiro, sqm,25 000 000  Rwf,4.0,3.0,,,,,
1137,Kibagabaga,20/30 m,250 000 000  Rwf,5.0,4.0,,,,Yes,Yes
1138,Kimironko, sqm,55 000 000  Rwf,4.0,3.0,,Yes,,,
1139,,217 sqm,nan Negotiable,5.0,3.0,,,,Yes,Yes
1140,,20/25 m,40 000 000  Rwf,4.0,3.0,,,,,
1141,Kanombe, sqm,60 000 000  Rwf,4.0,3.0,,Yes,,,
1142,Kibagabaga,25/30 m,85 000 000  Rwf,4.0,3.0,,,,,
1143,Rusororo, sqm,85 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1144,Kimironko, sqm,90 000 000  Rwf,5.0,3.0,Yes,Yes,Yes,Yes,Yes
1145,Gacuriro,20/20 m,200 000 000  Rwf,3.0,4.0,,,,Yes,Yes
1146,Kimironko,1100 sqm,130 000 000  Rwf,5.0,4.0,,,,Yes,Yes
1147,Kanombe,25/30 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1148,Kagarama,30/20 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1149,Rebero,30/20 m,120 000 000  Rwf,,1.0,Yes,,,Yes,Yes
1150,Kanombe,25/30 m,38 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1151,Kimironko,20 sqm,40 000 000  Rwf,5.0,1.0,,,,,Yes
1152,Gishushu,1444 sqm,140 000 000  Rwf,5.0,4.0,,,,Yes,Yes
1153,Kibagabaga, sqm,130 000 000  Rwf,5.0,2.0,,,,Yes,
1154,,30/20 m,60 000 000  Rwf,5.0,3.0,,,,Yes,Yes
1155,Niboye, sqm,90 000 000  Rwf,4.0,3.0,,Yes,,Yes,Yes
1156,Kimironko, sqm,72 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
1157,Modern,1080 sqm,52 000 000  Rwf,3.0,2.0,,,,Yes,
1158,Kanombe,25/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1159,Kicukiro, sqm,65 000 000  Rwf,4.0,3.0,,Yes,,,
1160,Kanombe,25/20 m,55 000 000  Rwf,,1.0,,,,Yes,Yes
1161,Kibagabaga,25/30 m,120 000 000  Rwf,,1.0,,,,Yes,Yes
1162,Gacuriro, sqm,250 000 000  Rwf,4.0,3.0,Yes,,Yes,,
1163,Kimironko,25/30 m,80 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1164,Kibagabaga,25/30 m,150 000 000  Rwf,5.0,5.0,,,,Yes,Yes
1165,Kanombe,25/30 m,58 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1166,Kimironko,35/40 m,130 000 000  Rwf,6.0,5.0,,,,Yes,Yes
1167,Kicukiro,20/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1168,,20/30 m,56 000 000  Rwf,4.0,3.0,,,,,Yes
1169,Kanombe, sqm,10 000 000  Rwf,3.0,0.0,Yes,Yes,Yes,Yes,Yes
1170,Gacuriro,20/30 m,250 000 000  Rwf,4.0,3.0,,,,,
1171,Kimironko, sqm,50 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1172,,30/20 m,80 000 000  Rwf,4.0,2.0,,,,Yes,Yes
1173,Nyamata, sqm,22 000 000  Rwf,4.0,3.0,,Yes,,,
1174,Kagugu, sqm,150 000 000  Rwf,,,,,,,
1175,Kanombe,25/30 m,56 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1176,Kibagabaga,25/35 m,65 000 000  Rwf,4.0,1.0,,,,Yes,Yes
1177,Kinyinya, sqm, 33 600 $,3.0,1.0,,,,Yes,Yes
1178,Kibagabaga, sqm,105 000 000  Rwf,4.0,3.0,,Yes,,Yes,
1179,, sqm,nan Negotiable,4.0,3.0,Yes,Yes,Yes,Yes,
1180,,30/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1181,Kicukiro, sqm,55 000 000  Rwf,4.0,3.0,,,Yes,Yes,
1182,Kibagabaga, sqm,250 000 000  Rwf,6.0,5.0,,,Yes,Yes,
1183,Gaposho,30/30 m,55 000 000  Rwf,4.0,2.0,,,,,Yes
1184,Kibagabaga,25/20 m,110 000 000  Rwf,,1.0,,,,Yes,Yes
1185,Kimironko,25/30 m,50 000 000  Rwf,4.0,3.0,,,,,
1186,Kanombe, sqm,48 000 000  Rwf,4.0,3.0,,Yes,,,
1187,Kanombe,20/20 m,60 000 000  Rwf,4.0,3.0,,,,,
1188,Kicukiro, sqm,65 000 000  Rwf,4.0,2.0,,Yes,,Yes,Yes
1189,Kicukiro,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1190,Gacuriro,35/30 m,130 000 000  Rwf,5.0,5.0,,,,Yes,Yes
1191,Kacyiru,25/30 m,60 000 000  Rwf,4.0,3.0,,,,,
1192,Kanombe,25/30 m,45 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1193,Kibagabaga, sqm,100 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1194,Kicukiro,25/20 m,55 000 000  Rwf,,1.0,,,,Yes,Yes
1195,Kabeza,20/30 m,40 000 000  Rwf,4.0,3.0,,,,,
1196,Masaka, sqm,30 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1197,, sqm,47 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1198,Remera, sqm,42 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1199,Gacuriro,30/25 m,130 000 000  Rwf,4.0,5.0,,,,Yes,Yes
1200,Kanombe,25/20 m,43 000 000  Rwf,4.0,2.0,,,,Yes,Yes
1201,, sqm,47 000 000  Rwf,4.0,3.0,,Yes,,,
1202,,20/30 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1203,Gacuriro,30/30 m,140 000 000  Rwf,6.0,4.0,,,,Yes,Yes
1204,Kimironko, sqm,35 000 000  Rwf,4.0,2.0,,,,,
1205,Zindiro,25/20 m,35 000 000  Rwf,4.0,2.0,,,,,Yes
1206,Kibagabaga, sqm,105 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
1207,Masaka, sqm,30 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,Yes
1208,Kanombe,25/20 m,50 000 000  Rwf,,1.0,,,,Yes,Yes
1209,Rugando, sqm,350 000 000  Rwf,,,,,,,
1210,Gisozi,20/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1211,Kibagabaga,20/30 m,90 000 000  Rwf,4.0,2.0,,,,Yes,Yes
1212,, sqm,47 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1213,Kanombe,25/30 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1214,Kicukiro,25/30 m,90 000 000  Rwf,5.0,3.0,Yes,Yes,Yes,Yes,Yes
1215,Kicukiro,20/25 m,55 000 000  Rwf,,1.0,,,,Yes,Yes
1216,Kibagabaga,20/25 m,150 000 000  Rwf,5.0,4.0,Yes,,,Yes,Yes
1217,Kabeza, sqm,32 000 000  Rwf,4.0,3.0,,Yes,,,
1218,Kibagabaga,30/20 m,120 000 000  Rwf,5.0,4.0,Yes,,,Yes,Yes
1219,Gisozi, sqm,40 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1220,Kimironko, sqm,65 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1221,Zindiro, sqm,18 000 000  Rwf,6.0,1.0,,,,Yes,
1222,Kibagabaga,30/20 m,90 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1223,Kabeza,20/25 m,53 000 000  Rwf,,3.0,Yes,Yes,Yes,Yes,
1224,Kibagabaga,600 sqm,85 000 000  Rwf,4.0,4.0,,,,,
1225,Kanombe,30/25 m,35 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
1226,Gikondo, sqm,40 000 000  Rwf,4.0,2.0,,,,Yes,Yes
1227,Kicukiro,20/30 m,90 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
1228,Kibagabaga,20/25 m,150 000 000  Rwf,5.0,4.0,Yes,,,Yes,Yes
1229,Kanombe, sqm,30 000 000  Rwf,4.0,3.0,,Yes,,,
1230,Kimironko,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1231,Kanombe,20/25 m,65 000 000  Rwf,,1.0,,,,Yes,Yes
1232,Kgaramaga,600 sqm,90 000 000  Rwf,4.0,4.0,,,,,
1233,, sqm,45 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,Yes
1234,Kanombe,25/20 m,43 000 000  Rwf,4.0,2.0,,,,Yes,Yes
1235,Kanombe, sqm,60 000 000  Rwf,4.0,3.0,,Yes,Yes,Yes,Yes
1236,Residential,35/30 m,320 000 000  Rwf,7.0,6.0,,,,Yes,Yes
1237,Price,35/30 m,120 000 000  Rwf,6.0,6.0,,,,Yes,Yes
1238,Remera, sqm,42 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1239,Gahanga, sqm,25 000 000  Rwf,4.0,3.0,,Yes,,,
1240,, sqm,25 000 000  Rwf,4.0,3.0,,,,Yes,
1241,Kibagabaga, sqm,200 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1242,Kicukiro,30/20 m,90 000 000  Rwf,5.0,3.0,,,,,Yes
1243,Kabuga, sqm,20 000 000  Rwf,4.0,3.0,,Yes,,,
1244,Kanombe,20/30 m,37 000 000  Rwf,4.0,3.0,,,,,
1245,Kibagabaga, sqm,85 000 000  Rwf,4.0,3.0,Yes,,,Yes,
1246,,600 sqm,85 000 000  Rwf,4.0,3.0,,,Yes,,Yes
1247,Gasogi,36/28 m,3 000 000  Rwf,,,,,,,
1248,Masaka, sqm,45 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1249,Kanombe,25/30 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1250,Kanombe,400 sqm,55 000 000  Rwf,4.0,3.0,,,,,Yes
1251,Gisozi,600 sqm,43 000 000  Rwf,4.0,3.0,,,Yes,,Yes
1252,Kicukiro,20/30 m,58 000 000  Rwf,5.0,,,,,Yes,
1253,Kanombe,30/25 m,47 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1254,Kimironko,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1255,Kibagabaga,30/30 m,130 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1256,Gikondo,20/30 m,30 000 000  Rwf,4.0,3.0,,,,,
1257,Kacyiru,40/35 m,150 000 000  Rwf,4.0,4.0,,,,Yes,Yes
1258,Kabuga, sqm,20 000 000  Rwf,4.0,3.0,,Yes,,,
1259,Kanombe,25/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1260,Kagarama, sqm,65 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1261,Gacuriro, sqm,130 000 000  Rwf,4.0,4.0,,,Yes,,
1262,Kibagabaga,25/35 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1263,Kimihurura, sqm,40 000 000  Rwf,4.0,3.0,,,,,Yes
1264,Kimironko,20/25 m,34 000 000  Rwf,2.0,2.0,Yes,Yes,Yes,Yes,
1265,Kibagabaga,20/25 m,120 000 000  Rwf,5.0,4.0,,,,,
1266,Kimironko,25/20 m,55 000 000  Rwf,3.0,2.0,Yes,Yes,Yes,Yes,
1267,Masaka,25/20 m,30 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1268,Kimironko,35/30 m,95 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1269,Nyamirambo,25/30 m,27 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,
1270,,600 sqm,50 000 000  Rwf,4.0,3.0,,,Yes,,Yes
1271,Kabuga,20/25 m,27 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
1272,Kagugu,25/30 m,90 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1273,Kimihura, sqm,35 000 000  Rwf,4.0,3.0,,Yes,,,
1274,Gikondo, sqm,70 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1275,Kagarama, sqm,85 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1276,Kibagabaga,25/35 m,120 000 000  Rwf,4.0,1.0,,,,Yes,Yes
1277,Kimironko,25/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1278,Kibagabaga,25/30 m,85 000 000  Rwf,5.0,4.0,,,,Yes,Yes
1279,Gacuriro,20/30 m,110 000 000  Rwf,4.0,3.0,,,,,
1280,Kibagabaga, sqm,100 000 000  Rwf,4.0,3.0,,Yes,,,
1281,Kanombe,15/20 m,27 000 000  Rwf,3.0,3.0,,,,,Yes
1282,Kibagabaga, sqm, 1 000 $,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1283,Kibagabaga, sqm,120 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1284,Kanombe,25/20 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1285,Kibagabaga, sqm,145 000 000  Rwf,5.0,4.0,Yes,Yes,Yes,Yes,Yes
1286,Kabeza, sqm,40 000 000  Rwf,4.0,3.0,,,Yes,Yes,Yes
1287,Kabeza,20/25 m,55 000 000  Rwf,,1.0,,,,Yes,Yes
1288,Kimironko,30/20 m,60 000 000  Rwf,,1.0,,,,Yes,Yes
1289,, sqm,140 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
1290,Gacuriro,25/25 m,150 000 000  Rwf,,1.0,,,,Yes,Yes
1291,Gacuriro,20/25 m,160 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1292,Nyarutarama, sqm,1 600 000 000  Rwf,5.0,4.0,Yes,Yes,Yes,Yes,
1293,Gacuriro,20/30 m,110 000 000  Rwf,4.0,3.0,,,,,
1294,Kimironko,30/25 m,130 000 000  Rwf,6.0,4.0,Yes,,,Yes,Yes
1295,Gasogi,20/30 m,34 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
1296,Kicukiro,25/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1297,, sqm,60 000 000  Rwf,,3.0,,,,,
1298,Kanombe,25/20 m,45 000 000  Rwf,,1.0,,,,Yes,Yes
1299,Kanombe, sqm,60 000 000  Rwf,4.0,3.0,,,Yes,Yes,
1300,Nyamata, sqm,31 000 000  Rwf,4.0,3.0,,,Yes,,Yes
1301,Kibagabaga,15/20 m,25 000 000  Rwf,4.0,3.0,,,,Yes,
1302,Kanombe, sqm,70 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1303,Karembure, sqm,25 000 000  Rwf,4.0,1.0,,,,Yes,Yes
1304,Kanombe,28/30 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1305,Kanombe,30/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1306,Masaka,25/30 m,42 000 000  Rwf,4.0,3.0,,,,,
1307,Kabuga, sqm,28 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,Yes
1308,Kibagabaga,30/20 m,120 000 000  Rwf,5.0,4.0,Yes,,,Yes,Yes
1309,, sqm,65 000 000  Rwf,5.0,3.0,,,,Yes,Yes
1310,Gisozi,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1311,Kicukiro,35/30 m,200 000 000  Rwf,6.0,5.0,,,,Yes,Yes
1312,Gacuriro,25/30 m,100 000 000  Rwf,5.0,3.0,,,,Yes,Yes
1313,, sqm,68 000 000  Rwf,,3.0,,,,,
1314,Kagarama, sqm,45 000 000  Rwf,4.0,3.0,,Yes,,,
1315,Kibagabaga,25/35 m,85 000 000  Rwf,4.0,1.0,,,,Yes,Yes
1316,Nyarutarama, sqm,160 000 000  Rwf,4.0,4.0,Yes,,,,
1317,Kagarama,20/30 m,35 000 000  Rwf,3.0,2.0,,,,Yes,Yes
1318,Gisozi,25/20 m,25 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,Yes
1319,Gisozi, sqm,40 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1320,Airport,400 sqm,18 000 000  Rwf,3.0,1.0,,,,,Yes
1321,Kibagabaga,25/30 m,115 000 000  Rwf,5.0,3.0,,,,,
1322,,20/40 m,20 000 000  Rwf,,,,,,,
1323,Masaka,13 sqm,nan Negotiable,4.0,,,,,,
1324,, sqm,35 000 000  Rwf,4.0,2.0,,,,Yes,
1325,Kanombe,25/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1326,Kicukiro,20/25 m,65 000 000  Rwf,4.0,3.0,,,,Yes,
1327,Kicukiro,20/30 m,55 000 000  Rwf,4.0,4.0,,,,,
1328,Gikondo,600 sqm,80 000 000  Rwf,4.0,3.0,,,,,
1329,, sqm,70 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
1330,Kanombe,25/25 m,45 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1331,Gacuriro,30/30 m,300 000 000  Rwf,6.0,6.0,Yes,,,Yes,Yes
1332,Kibagabaga,30/30 m,120 000 000  Rwf,4.0,4.0,,,,Yes,Yes
1333,Kimironko,30/40 m,140 000 000  Rwf,5.0,5.0,,,,Yes,Yes
1334,Akagera, sqm,40 000 000  Rwf,4.0,2.0,Yes,,Yes,Yes,Yes
1335,Gahanga, sqm,45 000 000  Rwf,,,,,,,
1336,Gikondo,20/30 m,45 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1337,Gahanga,20/15 m,47 000 000  Rwf,4.0,4.0,,,Yes,,
1338,Kagarama, sqm,85 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1339,Kicukiro,30/35 m,65 000 000  Rwf,5.0,5.0,,,Yes,Yes,Yes
1340,Kimironko, sqm,85 000 000  Rwf,4.0,3.0,,,,,
1341,Kanombe,30/20 m,60 000 000  Rwf,4.0,3.0,,,,,Yes
1342,Kanombe, sqm,70 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1343,Kimironko, sqm,150 000 000  Rwf,4.0,4.0,,Yes,,Yes,
1344,Kibagabaga, sqm,85 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1345,Kanombe,25/30 m,95 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1346,Kimironko,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1347,Kicukiro,25/30 m,65 000 000  Rwf,,1.0,,,,Yes,Yes
1348,Kibagaba, sqm,110 000 000  Rwf,5.0,4.0,Yes,Yes,Yes,Yes,Yes
1349,Remera,20/30 m,60 000 000  Rwf,4.0,2.0,,,,Yes,Yes
1350,Kimironko,25/30 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1351,Gacuriro, sqm,180 000 000  Rwf,4.0,4.0,,,Yes,,
1352,Masaka,40/25 m,30 000 000  Rwf,3.0,2.0,Yes,Yes,Yes,Yes,
1353,,30/25 m,80 000 000  Rwf,4.0,3.0,,Yes,,Yes,Yes
1354,Kanombe,749 sqm,49 000 000  Rwf,4.0,3.0,,,,Yes,
1355,Kanombe,20/30 m,38 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1356,Gacuriro, sqm,85 000 000  Rwf,4.0,3.0,,,,Yes,
1357,Kinyinya,25/30 m,60 000 000  Rwf,4.0,3.0,,,,,
1358,Kibagabaga, sqm,200 000 000  Rwf,5.0,4.0,Yes,Yes,Yes,Yes,Yes
1359,Kicukiro,40/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1360,Kibagabaga,25/30 m,58 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1361,Kanombe,20/25 m,65 000 000  Rwf,,1.0,,,,Yes,Yes
1362,Kacyiru, sqm,150 000 000  Rwf,4.0,3.0,,Yes,,Yes,
1363,Muyumbu,30/20 m,27 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
1364,Gikondo, sqm,24 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1365,Kanombe,30/20 m,47 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1366,Kibagababa,25/20 m,55 000 000  Rwf,4.0,2.0,,,,,Yes
1367,Kagugu,30/25 m,90 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1368,,600 sqm,30 000 000  Rwf,4.0,2.0,,,Yes,,Yes
1369,Ndera,999 sqm,218 000 000  Rwf,,,,,,,Yes
1370,, sqm,45 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1371,Gasanze, sqm,20 000 000  Rwf,5.0,2.0,,Yes,,,
1372,Kanombe,30/25 m,90 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,
1373,Kimironko, sqm,35 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1374,Kinyinya, sqm,45 000 000  Rwf,4.0,3.0,,,,,Yes
1375,Kanombe,30/20 m,47 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1376,Kanombe,500 sqm,72 000 000  Rwf,4.0,3.0,Yes,,,Yes,Yes
1377,Kicukiro,1300 sqm,212 000 000  Rwf,5.0,5.0,,,,Yes,Yes
1378,Kabeza,25/30 m,40 000 000  Rwf,4.0,2.0,,,,,
1379,, sqm,4 000 000  Rwf,4.0,3.0,,Yes,,,
1380,Kinyinya,25/30 m,38 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1381,Kanombe,25/30 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1382,Kibagabaga,25/20 m,1 500 000 000  Rwf,,1.0,,,,Yes,Yes
1383,Kibagabaga,25/30 m,120 000 000  Rwf,5.0,4.0,,,,Yes,Yes
1384,, sqm,15 000 000  Rwf,3.0,,,,,,
1385,Kanombe, sqm,38 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1386,Kanombe,20/20 m,47 000 000  Rwf,,1.0,,,,Yes,Yes
1387,Kimironko, sqm,130 000 000  Rwf,,,Yes,Yes,Yes,Yes,Yes
1388,Kicukiro,25/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1389,Gacuriro, sqm,250 000 000  Rwf,6.0,5.0,,Yes,,,
1390,Kiyovu,3338 sqm,350 000 000  Rwf,5.0,2.0,,Yes,,Yes,
1391,Kabuga, sqm,25 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1392,Kanombe, sqm,30 000 000  Rwf,4.0,3.0,,Yes,,,
1393,Kibagabaga,28/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1394,Kimihurura, sqm,130 000 000  Rwf,3.0,3.0,,Yes,,,
1395,Kibagabaga,25/20 m,120 000 000  Rwf,,1.0,,,,Yes,Yes
1396,Kanombe,25/30 m,50 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1397,Kagugu,25/30 m,100 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1398,Kanombe,25/20 m,50 000 000  Rwf,,1.0,,,,Yes,Yes
1399,Kanombe,25/20 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1400,,30/20 m,61 000 000  Rwf,4.0,3.0,,,,Yes,
1401,Kimironko,25/30 m,60 000 000  Rwf,4.0,2.0,,,,Yes,Yes
1402,Kimironko,15/30 m,45 000 000  Rwf,4.0,2.0,,,,,
1403,Kanombe,30/25 m,47 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1404,Kimironko,28/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1405,Kibagabaga, sqm,65 000 000  Rwf,4.0,3.0,,Yes,,Yes,
1406,Remera,25/20 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1407,Kibagabaga,25/30 m,110 000 000  Rwf,4.0,0.0,,,,Yes,Yes
1408,, sqm,35 000 000  Rwf,4.0,3.0,,,,Yes,
1409,Kanombe,525 sqm,48 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1410,Kibagabaga,30/25 m,140 000 000  Rwf,5.0,4.0,,,,Yes,Yes
1411,Muyumbu,30/20 m,14 000 000  Rwf,4.0,1.0,,,,Yes,
1412,Kagarama, sqm,50 000 000  Rwf,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1413,Gisozi, sqm,18 000 000  Rwf,4.0,2.0,,,,,
1414,Kanombe,28/30 m,53 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1415,,30/20 m,70 000 000  Rwf,3.0,3.0,,Yes,,Yes,Yes
1416,Kimironko,25/30 m,70 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1417,Kanombe,25/28 m,47 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1418,Kanombe,600 sqm,46 000 000  Rwf,4.0,1.0,,,,,Yes
1419,Kicukiro,25/30 m,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1420,Kabeza,20/30 m,45 000 000  Rwf,4.0,3.0,,,,,
1421,Kibagabaga,20/30 m,59 000 000  Rwf,4.0,3.0,,,,,
1422,Niboyi, sqm,45 000 000  Rwf,4.0,2.0,,Yes,,Yes,Yes
1423,Remera,806 sqm,100 000 000  Rwf,4.0,2.0,,,,Yes,Yes
1424,Kibagabaga,25/30 m,65 000 000  Rwf,4.0,3.0,,,,,
1425,Kanombe,25/20 m,65 000 000  Rwf,,1.0,,,,Yes,Yes
1426,Kibagabaga, sqm,65 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1427,Free,2264 sqm,150 000 000  Rwf,4.0,1.0,,,,Yes,Yes
1428,Niboyi, sqm,75 000 000  Rwf,4.0,3.0,,Yes,,,Yes
1429,Kigalikibagabag, sqm,120 000 000  Rwf,5.0,4.0,,,,,
1430,Gihogwe, sqm,90 000 000  Rwf,4.0,2.0,Yes,Yes,Yes,Yes,Yes
1431,Kabuga, sqm,20 000 000  Rwf,4.0,3.0,,Yes,,,
1432,Kabuga,20/30 m,30 000 000  Rwf,4.0,3.0,,,,Yes,
1433,Gacuriro,20/25 m,80 000 000  Rwf,4.0,3.0,Yes,,,Yes,Yes
1434,Kanombe,25/20 m,53 000 000  Rwf,,1.0,,,,Yes,Yes
1435,Kicukiro,28/30 m,75 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1436,Kibagabaga, sqm,160 000 000  Rwf,4.0,4.0,,,Yes,Yes,Yes
1437,Kabuga,25/30 m,50 000 000  Rwf,4.0,3.0,,,,,
1438,Kibagabaga,25/35 m,100 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1439,Kibagabaga, sqm,85 000 000  Rwf,4.0,3.0,,,,,
1440,Kibagabaga,25/30 m,140 000 000  Rwf,6.0,4.0,,,,Yes,Yes
1441,Masaka, sqm,55 000 000  Rwf,4.0,3.0,,Yes,,,
1442,Kagarama,20/30 m,110 000 000  Rwf,4.0,3.0,,,,,
1443,,20/30 m,60 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1444,Kagarama,20/30 m,90 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1445,Kanombe,25/25 m,55 000 000  Rwf,4.0,3.0,,,,Yes,Yes
1446,Kanombe, sqm,50 000 000  Rwf,3.0,2.0,,Yes,,,
